"social","econ","service","country","education","destination","candidate","c.same","id","age","gender","ideology","likely","interest","aus","can","us"
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,1,78,31,"Male",2,5,5,6,4,5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Canada","Average international ranking of universities: 90th Percentile",0,2,0,79,19,"Male",8,2,4,5,6,5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,80,24,"Female",5,2,4,4,7,6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,2,0,81,19,"Female",5,5,7,7,6,5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,1,82,26,"Male",3,6,7,6,6,2
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Canada","Average international ranking of universities: 90th Percentile",0,2,1,83,22,"Female",1,7,7,4,7,6
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,0,84,20,"Male",5,2,5,6,6,6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,2,0,85,25,"Female",2,5,5,5,5,2
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Canada","Average international ranking of universities: 90th Percentile",1,2,0,86,25,"Male",2,3,5,4,5,3
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,2,0,87,20,"Female",3,3,6,5,6,4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,2,0,88,27,"Female",5,5,5,5,7,5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,2,0,89,20,"Male",7,4,4,6,5,3
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 40th Percentile",1,2,0,90,24,"Female",3,7,7,4,7,6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,1,91,22,"Female",4,7,7,6,6,3
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 60th Percentile",1,2,0,92,20,"Female",4,7,5,5,6,4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,2,1,93,20,"Female",3,6,5,6,5,5
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,1,94,20,"Female",0,5,6,7,7,6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,2,1,95,55,"Male",6,5,7,5,1,6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,96,27,"Female",4,4,7,6,6,6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,2,0,97,25,"Female",4,5,6,6,7,5
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,2,0,98,20,"Female",3,2,5,5,4,4
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Canada","Average international ranking of universities: 60th Percentile",0,2,1,99,31,"Female",7,5,4,6,3,5
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Canada","Average international ranking of universities: 90th Percentile",1,2,0,100,20,"Female",3,7,7,3,4,5
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,2,0,101,23,"Female",2,6,6,7,7,3
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 60th Percentile",1,2,1,102,21,"Female",7,5,6,6,4,5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,2,1,103,20,"Female",4,7,2,1,7,1
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 90th Percentile",1,2,1,104,20,"Male",2,2,3,3,4,5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 90th Percentile",0,2,1,105,20,"Female",0,3,4,1,1,1
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 40th Percentile",1,2,0,106,24,"Female",5,4,5,6,5,4
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,2,0,107,23,"Female",6,6,7,4,5,1
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,2,0,108,20,"Male",2,3,4,5,7,5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Canada","Average international ranking of universities: 60th Percentile",1,2,1,109,27,"Female",2,5,7,6,3,7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,110,20,"Male",2,5,5,5,6,3
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,2,0,111,20,"Female",4,NA,4,5,7,3
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,2,1,112,19,"Female",2,4,5,3,6,2
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,2,0,113,19,"Male",1,3,7,5,6,5
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,2,0,114,19,"Male",5,7,3,6,6,6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Canada","Average international ranking of universities: 40th Percentile",0,2,1,115,19,"Female",3,5,5,5,6,4
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,2,0,116,25,"Male",3,4,5,4,6,6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,2,1,117,22,"Male",8,6,6,6,5,7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Canada","Average international ranking of universities: 90th Percentile",1,2,0,118,20,"Male",3,5,6,5,6,6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,2,0,119,21,"Female",5,7,2,5,6,6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,2,0,120,19,"Male",5,4,6,6,6,6
